,begin_shape_index,end_shape_index,length,speed,segment_id,starts_segment,ends_segment,begin_percent,end_percent,matched_segment_id,match
0,0,2,0.038,35,66309446194,False,False,0.0,1.0,172839245449,False
1,2,4,0.033,35,794239294002,True,True,0.0,1.0,172839245449,False
2,4,5,0.016,40,172839245449,False,False,0.0,1.0,189784233609,False
3,5,6,0.074,40,172839245449,False,False,0.0,1.0,172839245449,True
4,6,8,0.012,40,172839245449,False,False,0.0,1.0,218104174217,False
5,8,10,0.011,40,218104174217,True,True,0.0,1.0,99556022176,False
6,10,11,0.022,40,218104174217,False,False,0.0,1.0,186261018249,False
7,11,12,0.018,40,218104174217,False,False,0.0,1.0,172839245449,False
8,12,13,0.046,40,218104174217,False,False,0.0,1.0,218104174217,True
9,13,15,0.048,40,218104174217,False,False,0.0,1.0,206427231881,False
10,15,17,0.035,40,206427231881,True,True,0.0,1.0,206427231881,True
11,17,18,0.047,40,206427231881,False,False,0.0,1.0,206427231881,True
12,18,19,0.026,40,206427231881,False,False,0.0,1.0,189784233609,False
13,19,21,0.033,40,206427231881,False,False,0.0,1.0,76067919776,False
14,21,23,0.056,40,78148294560,True,True,0.0,1.0,98247399328,False
15,23,25,0.052,40,78148294560,False,False,0.0,1.0,193441666697,False
16,25,27,0.053,40,79490471840,True,True,0.0,1.0,98213844896,False
17,27,28,0.016,40,79490471840,False,False,0.0,1.0,193441666697,False
18,28,30,0.036,40,79490471840,False,False,0.0,1.0,79490471840,True
19,30,32,0.105,40,76034365344,True,True,0.0,1.0,76034365344,True
20,32,33,0.053,40,76034365344,False,False,0.0,1.0,76034365344,True
21,33,34,0.006,40,76034365344,False,False,0.0,1.0,76034365344,True
22,34,35,0.046,40,76034365344,False,False,0.0,1.0,76034365344,True
23,35,36,0.053,40,76034365344,False,False,0.0,1.0,78785828768,False
24,36,38,0.053,40,76034365344,False,False,0.0,1.0,76000810912,False
25,38,40,0.052,40,78785828768,True,True,0.0,1.0,76000810912,False
26,40,42,0.053,40,78785828768,False,False,0.0,1.0,,False
27,42,44,0.054,40,94925510560,True,True,0.0,1.0,,False
28,44,46,0.051,40,94925510560,False,False,0.0,1.0,,False
29,46,48,0.053,40,77309433760,True,True,0.0,1.0,,False
30,48,50,0.052,40,77309433760,False,False,0.0,1.0,,False
31,50,52,0.052,40,77309433760,False,False,0.0,1.0,,False
32,52,54,0.053,40,77309433760,False,False,0.0,1.0,77309433760,True
33,54,56,0.052,40,78852937632,True,True,0.0,1.0,78852937632,True
34,56,57,0.016,40,78852937632,False,False,0.0,1.0,,False
35,57,59,0.036,40,78852937632,False,False,0.0,1.0,95596599200,False
36,59,62,0.103,40,150458095520,True,True,0.0,1.0,219245024905,False
37,62,63,0.009,40,,,,,,98448725920,False
38,63,65,0.06,40,98448725920,True,True,0.0,1.0,212802573961,False
39,65,67,0.04,40,98448725920,False,False,0.0,1.0,84087429024,False
40,67,70,0.099,40,84087429024,True,True,0.0,1.0,84087429024,True
41,70,73,0.099,40,84087429024,False,False,0.0,1.0,84087429024,True
42,73,76,0.098,40,84087429024,False,False,0.0,1.0,84087429024,True
43,76,79,0.1,40,84087429024,False,False,0.0,1.0,150424541088,False
44,79,82,0.105,40,84087429024,False,False,0.0,1.0,150424541088,False
45,82,86,0.14,57,150424541088,True,True,0.0,1.0,150424541088,True
46,86,90,0.147,57,78651611040,True,True,0.0,1.0,78651611040,True
47,90,91,0.056,56,78651611040,False,False,0.0,1.0,77483072050,False
48,91,92,0.147,64,78651611040,False,False,0.0,1.0,46009014834,False
49,92,94,0.586,64,78651611040,False,False,0.0,1.0,131539262002,False
50,94,97,0.051,56,78651611040,False,False,0.0,1.0,131539262002,False
51,97,99,0.04,56,78685165472,True,True,0.0,1.0,186361681545,False
52,99,100,0.05,57,76973889440,True,True,0.0,1.0,76973889440,True
53,100,101,0.06,57,76973889440,False,False,0.0,1.0,193877874313,False
54,101,102,0.037,57,76973889440,False,False,0.0,1.0,193877874313,False
55,102,104,0.142,57,147102652320,True,True,0.0,1.0,147102652320,True
56,104,105,0.026,57,,,,,,77108107168,False
57,105,106,0.01,57,,,,,,77108107168,False
58,106,107,0.034,57,77108107168,True,True,0.0,1.0,43223996978,False
59,107,108,0.067,57,77108107168,False,False,0.0,1.0,77108107168,True
60,108,109,0.071,57,74021099424,True,True,0.0,1.0,74021099424,True
61,109,110,0.073,57,74021099424,False,False,0.0,1.0,584993856050,False
62,110,111,0.031,57,72578258848,True,True,0.0,1.0,565398067762,False
63,111,112,0.04,57,72578258848,False,False,0.0,1.0,72578258848,True
64,112,113,0.075,57,72578258848,False,False,0.0,1.0,147069097888,False
65,113,115,0.105,57,147069097888,True,True,0.0,1.0,671128082994,False
66,115,118,0.107,57,76604790688,True,True,0.0,1.0,76604790688,True
67,118,121,0.103,75,76604790688,False,False,0.0,1.0,45774133810,False
68,121,123,0.024,75,76604790688,False,False,0.0,1.0,77946967968,False
69,123,128,0.035,75,76604790688,False,False,0.0,1.0,77946967968,False
70,128,129,0.009,75,76604790688,False,False,0.0,1.0,77946967968,False
71,129,130,0.011,75,76604790688,False,False,0.0,1.0,,False
72,130,132,0.01,75,76604790688,False,False,0.0,1.0,,False
73,132,135,0.026,75,,,,,,,False
74,135,136,0.012,48,77946967968,True,True,0.0,1.0,,False
75,136,137,0.015,48,77946967968,False,False,0.0,1.0,,False
76,137,139,0.147,48,77946967968,False,False,0.0,1.0,,False
77,139,140,0.01,48,77946967968,False,False,0.0,1.0,,False
78,140,141,0.01,48,77946967968,False,False,0.0,1.0,,False
